time,prcp (mm/day),tmax (degrees C),tmin (degrees C),year,month
2022-09-30,23.36,18.824,3.7790000000000004,2022,9
2022-10-31,16.79,10.058064516129033,-3.202903225806452,2022,10
2023-04-30,28.14,6.9093333333333335,-7.282666666666667,2023,4
2023-05-31,102.97,12.904838709677419,0.3570967741935484,2023,5
2023-06-30,60.49,15.996,3.0313333333333334,2023,6
2023-07-31,37.16,22.92258064516129,7.424193548387097,2023,7
2023-08-31,72.28,20.615161290322582,7.049032258064517,2023,8
2023-09-30,57.69,17.038333333333334,3.0646666666666667,2023,9
2023-10-31,19.73,11.206774193548387,-3.0116129032258065,2023,10
2024-04-30,22.939999999999998,8.505333333333333,-4.780333333333333,2024,4
2024-05-31,47.02,10.966129032258063,-2.460322580645161,2024,5
2024-06-30,34.55,20.737000000000002,5.549333333333333,2024,6
2024-07-31,43.71,21.30258064516129,5.627096774193548,2024,7
2024-08-31,55.45,20.89258064516129,6.829032258064517,2024,8
2024-09-30,37.120000000000005,17.767666666666667,3.1096666666666666,2024,9
2024-10-31,11.72,13.330322580645161,-0.8038709677419356,2024,10
